index	Methanobacteriaceae (UBA588)	Methanimicrococcus	Methanomethylophilus	Methanobrevibacter (B)	Methanobrevibacter	Methanomicrobium	Methanomethylophilaceae (UBA71)	Methanobrevibacter (A)
123s	0.5137437428646702	3.5171687011504345	1.084570123825415	0.05708263809607447	1.5104944234653552	37.68771405989286	34.16176341441995	17.054535874242557
124s	0.43116964565694577	5.279868297271872	1.3797428661022264	0.36845406083411725	0.6193164001254312	40.67889620570712	38.19379115710254	9.22703041705864
125s	0.19285388688242924	19.152144184578702	1.1430975840667625	0.052596514604298886	0.12973806935727059	39.76296504084996	28.780812791472353	6.900662716084015
126s	1.482521847690387	5.9113607990012484	2.0786516853932584	0.0	0.6367041198501873	36.8039950062422	31.479400749063668	16.329588014981272
127s	0.8616083355597114	1.7699706118087095	2.89206518835159	0.0	1.0519636655089502	37.32300293881913	38.849185145605134	14.380176329147742
128s	0.6631518246972568	6.796276464288656	2.693796853118049	0.08237910865804432	1.3221846939616113	18.803031551198615	43.59090534640415	22.1229096301178
129s	0.0	0.8513931888544891	73.60681114551083	0.0	5.88235294117647	0.7352941176470588	11.996904024767801	4.373065015479876
130s	0.0	5.185120957253099	2.2197173328708923	0.0	25.80421399462412	0.09537847914679615	57.72565681089049	3.1561605826758004
131s	0.36375819652515196	6.652945962762648	3.9582635332407983	0.07658067295266356	0.8950366151342555	19.03508352079644	42.69851146316948	20.24122911980089
132s	0.5129531445320918	5.733005733005733	1.844907108065003	0.0172421225052804	0.9741799215483425	33.03159618949093	38.61804388120177	14.944609681451787
133s	1.0991289921194525	16.82704272086271	2.1236001659062627	0.01244296972210701	1.1198672749896308	7.258399004562423	39.75528826213189	27.171298216507672
134s	0.5829313117390306	8.221341603491844	2.524121295658167	0.0	6.5701814840339985	13.772111187686653	44.72490236618424	19.16207213416035
147s	1.1020692862125088	1.9623343408509648	2.44594280399907	0.12555219716345037	1.492676121832132	25.998604975587075	39.98604975587073	22.720297605208092
148s	0.9801569621988417	4.938483155694164	2.2790362932245793	0.6717159601082971	0.6203091264265396	29.678878645601287	36.67363514856575	19.7093800335858
149s	0.472728360709691	16.324088202734643	1.9477605241899292	0.05385512970110403	0.10471830775214673	43.688477994195615	26.873709720850915	6.794722197289292
150s	2.824452435436417	5.53121935272965	2.840797646289637	0.0	0.5426610003269042	32.25890813991501	32.932330827067666	18.045112781954884
151s	1.7256956993133357	1.084206722081677	3.469461510661366	0.0	0.822190097578605	23.807372605710157	47.71413082761113	16.958800144560897
152s	1.9590454692034829	5.353111899387295	3.1360851338277977	0.12092873266688164	1.0964205095130604	7.707191228635923	45.95291841341503	29.901644630764267
153s	0.0	0.24984384759525297	53.404122423485326	0.0	8.806995627732666	0.9369144284821986	21.92379762648345	11.867582760774516
154s	0.0	1.5871431423437812	1.8466759832301856	0.0	24.4759433020563	0.039928129367139145	66.61010181672988	2.775004991016171
155s	0.834665245959865	2.0245071923281834	5.700586041555674	0.19534718522464925	0.6215592257147932	13.301367430296573	48.00213106020245	24.22305096785651
156s	1.8227188890094392	6.129977216013888	2.3000976456547684	0.04339806878593903	0.9547575132906586	21.9919713572746	39.7851795595096	22.838233698600412
157s	1.8977957892655926	10.576257783928042	2.6391222694474648	0.0	0.5238707126618563	8.777305525353366	47.47454779084709	22.40782840763072
158s	2.0256885423988753	8.051632692184803	2.191833343983641	0.0	3.540162310690779	9.751421816090485	39.54246277717426	28.14237331458879
44s	1.3348636443025026	0.414181990568627	3.0739289902442675	0.9581077372189926	2.981611317647646	5.7137154120611795	46.6902866837995	35.751890017216
45s	0.7344292394640962	2.521731646441174	2.340993200791807	1.0155779326964454	3.170094959405571	20.816478756060476	34.199730326763635	30.186189287661016
46s	0.6624501663619196	1.2589550672941459	0.4496268097479092	0.7553730403764876	6.555558886124517	8.602859626509996	59.80336320853692	16.965918287821108
47s	0.24365101677443537	1.2510542592071972	3.9569862243463594	3.6243088745197265	7.124449442414019	5.451691500327992	54.83084996720082	20.970387030268952
48s	0.9404319348557266	0.6616215259337935	1.3852009205169058	0.9160913436006373	7.758010267303947	8.924145866525048	50.90724021950788	26.590989555673573
49s	0.5237804749784388	4.085066997623004	2.820841835124845	0.8224825932392352	5.553335156397905	28.2399713919098	37.3693178232609	17.69073813079787
50s	0.19535828709853872	0.12502930374306478	56.48198796592951	0.19145112135656794	4.895678674689381	0.9025552863952488	27.944049386574974	6.728139407673674
51s	0.1547578605669422	0.06794247537085268	47.85037557090553	0.15098327860189484	10.119654248292	0.7888876306949005	33.53716075944589	6.171441512852452
52s	0.6722124191244433	1.7925664509985155	5.080805534548918	0.29969470352631433	7.8564826485169315	9.405372097582836	47.84751981626194	25.21636837240568
53s	0.7645296584781306	1.4427801078490115	3.3001797483523068	0.29239065308568	8.455362492510485	5.670461354104254	53.36848412222888	23.062911923307368
54s	0.4863104674579031	0.7133981747289944	1.5467672136766786	0.23779939157633148	14.705000214233685	2.5922276018681174	41.38352114486482	33.1355242298299
55s	1.1331065334440547	1.8804746725241757	3.077870938362219	0.5866438080951488	9.204146687739412	7.746912753475664	45.5090943183949	28.75894029091104
68s	1.2097290924468822	0.34087705359202397	5.2208011892252095	1.2917446241381962	2.4348360970858858	10.474921188200014	46.402850039726275	30.514903759899532
69s	1.1790215476351809	1.059312463296743	2.37837105298821	2.041830419659394	3.56190992456069	6.579482314676785	41.52098296968876	37.81451867913448
70s	1.0180902032050223	1.7470675698000993	0.8074508508177763	0.9354865356021808	5.3176111019329255	11.855691392697835	58.066248141417475	16.202709400297373
71s	0.5120719217758005	2.1618239955512304	3.304138282589555	4.013160943509894	4.942305018768247	17.06520227999444	41.45233792112702	22.52189628805783
72s	1.8253507243315554	0.6671243245146187	1.9468060762880428	1.2937635317104081	5.982996250726092	11.784689584763514	44.09357342768126	30.53986023833413
73s	0.8519269776876268	5.000676132521974	3.1020960108181206	0.9141311697092629	3.4563894523326573	30.923597025016903	35.04530087897228	17.290060851926977
74s	0.23876605701733442	0.07640513824554701	50.35576142495582	0.09073110166658707	4.335991595434793	0.7974786304378969	35.943842223389524	5.33403371376725
75s	0.12541896421234727	0.0	48.6366093631744	0.10595740080008649	12.637041842361334	0.14055573575521677	34.81024975673046	2.821926694777814
76s	0.5473088962940523	1.7247298798343937	6.450570534181561	0.502877915783096	6.838331818640817	7.036251640916894	44.90558416641422	29.03766535393315
77s	0.6150280773687494	0.920313753453962	3.638916124431767	0.3297976646759961	6.3151796060254926	4.913539531152509	51.46626259024869	28.02834477226134
78s	1.5069213246889785	0.8235500262835115	3.2416330821797787	0.41177501314175574	12.703697213947784	6.4832661643595575	36.22963027860522	35.08629752934992
79s	1.326538551310978	3.3610830156383726	3.160740683109002	0.7196763401540496	6.284525013615498	18.608496070956196	37.88220648875749	26.056173655955806
